Loja,Melhor_Ganho,Latam,Azul,GOL,Livelo,Esfera,dt_ingestion
Uber,3 pt/R$,,,3 pt/R$,,,2024-04-17
Mistral,10 pt/R$,,,,10 pt/R$,10 pt/R$,2024-04-17
Forever Liss,6 pt/R$,,,,6 pt/R$,2 pt/R$,2024-04-17
Carrefour,1 pt/R$,,,,1 pt/R$,,2024-04-17
Bagaggio,2 pt/R$,,1 pt/R$,,2 pt/R$,,2024-04-17
Eudora,5 pt/R$,,,,5 pt/R$,,2024-04-17
Compra Certa,1 pt/R$,,,,1 pt/R$,1 pt/R$,2024-04-17
Coffee Mais,15 pt/R$,,,,15 pt/R$,4 pt/R$,2024-04-17
Drogaria Sao Paulo,1 pt/R$,,,,1 pt/R$,,2024-04-17
Justo Supermercado,10 pt/R$,,,,,10 pt/R$,2024-04-17
Dudalina,10 pt/R$,,3 pt/R$,,10 pt/R$,,2024-04-17
Mobills,1600 pt,,,,10 pt/R$,1600 pt,2024-04-17
Drogarias Pacheco,1 pt/R$,,,,1 pt/R$,,2024-04-17
John John,8 pt/R$,,3 pt/R$,,8 pt/R$,,2024-04-17
Imaginarium,2 pt/R$,,,,1 pt/R$,2 pt/R$,2024-04-17
NordVPN,40 pt/U$,,,,,,2024-04-17
Mobly,1 pt/R$,,,,1 pt/R$,,2024-04-17
Individual,10 pt/R$,,3 pt/R$,,10 pt/R$,,2024-04-17
Ponto Store,3 pt/R$,3 pt/R$,,,,,2024-04-17
LATAM TRAVEL,1.5 pt/R$,1.5 pt/R$,,,,,2024-04-17
Sephora,6 pt/R$,,,,6 pt/R$,,2024-04-17
Vivara,1 pt/R$,,,,1 pt/R$,,2024-04-17
LE LIS,10 pt,,3 pt,,10 pt/R$,,2024-04-17
Azul Viagens,1 pt/R$,,,,1 pt/R$,,2024-04-17
Bobo,11 pt/R$,,11 pt/R$,,10 pt/R$,,2024-04-17
Monis,28 pt/R$,,,,28 pt/R$,,2024-04-17
Crocs,6 pt/R$,,,,3 pt/R$,,2024-04-17
Hering,6 pt/R$,,,,6 pt/R$,,2024-04-17
Seus Ingressos,3 pt/R$,,,,3 pt/R$,2 pt/R$,2024-04-17
Girafa,1 pt/R$,,,,1 pt/R$,1 pt/R$,2024-04-17
Samsonite,2 pt/R$,,,,2 pt/R$,,2024-04-17
Hotels.com,8 pt/U$,,,,,,2024-04-17
Pontos por Opiniões,250 pt,,250 pt,,,,2024-04-17
ClickBus,2 pt/R$,,,,2 pt/R$,,2024-04-17
YvY,3 pt/R$,,,,3 pt/R$,2 pt/R$,2024-04-17
Quitanda,2000 pt,,,,,2000 pt,2024-04-17
Klabin,1 pt/R$,,,,1 pt/R$,1 pt/R$,2024-04-17
Consorcio Magalu,12 pt/R$,,,,12 pt/R$,,2024-04-17
Frigelar,1 pt/R$,,,,1 pt/R$,,2024-04-17
Nespresso,2 pt/R$,,,,,2 pt/R$,2024-04-17
Amobeleza,1 pt/R$,,,,1 pt/R$,,2024-04-17
Ciclic,15 pt/R$,,,,15 pt/R$,,2024-04-17
Loccitane Au Bresil,1 pt/R$,,,,1 pt/R$,,2024-04-17
Gazin,2 pt/R$,,,,2 pt/R$,,2024-04-17
Airbnb,2 pt/£,,,,,,2024-04-17
Accor live Limitless,2 pt/R$,2 pt/R$,,,,,2024-04-17
Microsoft Store,2 pt/U$,,,,,,2024-04-17
Puket,7 pt/R$,,,,7 pt/R$,,2024-04-17
Luxury Loyalty,3 pt/R$,,,,2 pt/R$,,2024-04-17
Buser,4 pt/R$,,,,4 pt/R$,,2024-04-17
Oceane,2 pt/R$,,,,2 pt/R$,,2024-04-17
Estoque,2 pt/R$,,2 pt/R$,,1 pt/R$,,2024-04-17
Pede Pronto,3 pt/R$,,,,3 pt/R$,,2024-04-17
Panvel,1 pt/R$,,,,1 pt/R$,,2024-04-17
Loungerie,3 pt/R$,,,,3 pt/R$,,2024-04-17
GoDaddy,10 pt/U$,,,,,,2024-04-17
Havaianas,2 pt/R$,,,,2 pt/R$,,2024-04-17
Sousmile,15000 pt,,,,,15000 pt,2024-04-17
Abelha Rainha,3 pt/R$,,,,3 pt/R$,,2024-04-17
Kaligo,15 pt/U$,,,,15 pt/U$,,2024-04-17
Marriott International,4 pt/U$,,,,,,2024-04-17
Zissou,3 pt/R$,,,,3 pt/R$,3 pt/R$,2024-04-17
Viator,4 pt/U$,,,,,,2024-04-17
CARREFOUR Mercado,5 pt/R$,,,,5 pt/R$,,2024-04-17
Beto Carrero World,4 pt/R$,,,,4 pt/R$,,2024-04-17
Asics,1 pt/R$,,,,1 pt/R$,,2024-04-17
Foco,4 pt/R$,,,,4 pt/R$,,2024-04-17
Cabana Magazine,1 pt/R$,,,,1 pt/R$,,2024-04-17
Cruzeiros Agaxtur,2 pt/R$,,,,2 pt/R$,,2024-04-17
Hope,5 pt/R$,,,,5 pt/R$,,2024-04-17
Horas Mágicas,1 pt/R$,,,,1 pt/R$,1 pt/R$,2024-04-17
Portallar,8 pt/R$,,,,8 pt/R$,,2024-04-17
Lego,2 pt/R$,,,,1 pt/R$,2 pt/R$,2024-04-17
Posthaus,10 pt/R$,,,,10 pt/R$,,2024-04-17
Quero Passagem,1 pt/R$,,,,1 pt/R$,,2024-04-17
Loccitane en Provence,1 pt/R$,,,,1 pt/R$,,2024-04-17
eBay,0.5 pt/U$,,,,,,2024-04-17
Dzarm,11 pt/R$,,,,11 pt/R$,,2024-04-17
Piatan Natural,14 pt/R$,,,,14 pt/R$,,2024-04-17
Reservecar,2 pt/R$,,,,2 pt/R$,2 pt/R$,2024-04-17
Liz,3 pt/R$,,,,3 pt/R$,,2024-04-17
Spicy,2 pt/R$,,,,1 pt/R$,2 pt/R$,2024-04-17
Cobasi,1 pt/R$,,,,,,2024-04-17
Trocafy,2 pt/R$,,,,2 pt/R$,2 pt/R$,2024-04-17
Studio Z,5 pt/R$,,,,5 pt/R$,,2024-04-17
Top Móveis,1 pt/R$,,,,1 pt/R$,,2024-04-17
Ciclic Seguro Celular,4 pt/R$,,,,4 pt/R$,,2024-04-17
Monte Carlo,1 pt/R$,,,,1 pt/R$,,2024-04-17
Oxford,2 pt/R$,,,,2 pt/R$,,2024-04-17
Autodesk,3 pt/U$,,,,,,2024-04-17
Supernosso,1 pt/R$,,,,1 pt/R$,,2024-04-17
Vila Galé,0.5 pt/R$,,,,,,2024-04-17
Allianz Travel,10 pt/R$,,,,10 pt/R$,,2024-04-17
Marriott Bonvoy,0.33 pt/R$,0.33 pt/R$,,,,,2024-04-17
Paramount+,350 pt,,,,,,2024-04-17
Umbro,2 pt/R$,,,,2 pt/R$,,2024-04-17
McAfee.com,15 pt/U$,,,,,,2024-04-17
Fila,2 pt/R$,,,,2 pt/R$,,2024-04-17
Surfshark,15 pt/U$,,,,,,2024-04-17
AVG,12 pt/U$,,,,,,2024-04-17
IntegralMedica,1 pt/R$,,,,1 pt/R$,,2024-04-17
Época Cosméticos,2 pt/R$,,,,,2 pt/R$,2024-04-17
Reservations.com,5 pt/U$,,,,,,2024-04-17
SHI,25000 pt,,,,,25000 pt,2024-04-17
Babbel,6 pt/U$,,,,,,2024-04-17
JBL,4 pt/R$,,,,4 pt/R$,,2024-04-17
Under Armour,1 pt/R$,,,,1 pt/R$,,2024-04-17
Auto Compara,5000 pt,,,,,5000 pt,2024-04-17
Giuliana Flores,3 pt/R$,,,,3 pt/R$,,2024-04-17
Osklen,2 pt/R$,,,,2 pt/R$,,2024-04-17
Nomad,5 pt/U$,,,,,5 pt/U$,2024-04-17
Sixt,1 pt/R$,,,,1 pt/R$,,2024-04-17
Avast,4 pt/U$,,,,,,2024-04-17
Basicamente,4 pt/R$,,,,4 pt/R$,,2024-04-17
Café Orfeu,6 pt/R$,,,,3 pt/R$,,2024-04-17
Hoteis de Luxo Brasil,0.33 pt/R$,,,,0.33 pt/R$,,2024-04-17
Summerville,2 pt/R$,,,,2 pt/R$,,2024-04-17
NordPass,20 pt/U$,,,,,,2024-04-17
Hope Resort,5 pt/R$,,,,5 pt/R$,,2024-04-17
Morana,4 pt/R$,,,,4 pt/R$,,2024-04-17
Holiday Inn,3 pt/U$,,,,,,2024-04-17
Tia Sônia,1 pt/R$,,,,1 pt/R$,,2024-04-17
La Pastina,2 pt/R$,,,,,2 pt/R$,2024-04-17
Bonjour Lingerie,6 pt/R$,,,,6 pt/R$,,2024-04-17
Easy Live,1 pt/R$,,,,1 pt/R$,,2024-04-17
Speedo,4 pt/R$,,,,4 pt/R$,,2024-04-17
Travelex,1 pt/U$,,,,1 pt/U$,,2024-04-17
ALL-Accor Live Limitless,8 pt/£,,,,,,2024-04-17
Cafe Utam,2 pt/R$,,,,2 pt/R$,,2024-04-17
Nike,2 pt/R$,,,,2 pt/R$,,2024-04-17
WebContinental,1 pt/R$,,,,,,2024-04-17
CyberGhost VPN,20 pt/U$,,,,,,2024-04-17
Beep,7 pt/R$,,,,7 pt/R$,,2024-04-17
Chico Rei,12 pt/R$,,,,12 pt/R$,,2024-04-17
Império,1 pt/R$,,,,1 pt/R$,,2024-04-17
Caesars Rewards,2 pt/U$,,,,,,2024-04-17
Chocolat Du Jour,8 pt/R$,,,,,8 pt/R$,2024-04-17
Santista,2 pt/R$,,,,2 pt/R$,,2024-04-17
Oster,1 pt/R$,,,,1 pt/R$,,2024-04-17
Grand Cru,2 pt/R$,,,,,2 pt/R$,2024-04-17
IFriend,2 pt/R$,2 pt/R$,,,,,2024-04-17
Guldi,1 pt/R$,,,,1 pt/R$,,2024-04-17
Nutrify,1 pt/R$,,,,1 pt/R$,,2024-04-17
Sebastian Coffee,12 pt/R$,,,,12 pt/R$,,2024-04-17
Ubisoft Store,1 pt/U$,,,,,,2024-04-17
Beach Park,10 pt/R$,,,,10 pt/R$,,2024-04-17
Loja Madesa,1 pt/R$,,,,1 pt/R$,,2024-04-17
Priority Pass,10 pt/U$,,,,,,2024-04-17
Gama Italy,2 pt/R$,,,,,2 pt/R$,2024-04-17
Avon,6 pt/R$,,,,6 pt/R$,,2024-04-17
Mizuno,1 pt/R$,,,,1 pt/R$,,2024-04-17
Olympikus,3 pt/R$,,,,3 pt/R$,,2024-04-17
Lojas Colombo,4 pt/R$,,,,,,2024-04-17
Seculus,2 pt/R$,,,,2 pt/R$,,2024-04-17
Coliseu,2 pt/R$,,,,2 pt/R$,,2024-04-17
Beyoung,3 pt/R$,,,,3 pt/R$,,2024-04-17
Utilplast,1 pt/R$,,,,1 pt/R$,1 pt/R$,2024-04-17
Cestas Michelli,3 pt/R$,,,,3 pt/R$,,2024-04-17
Artex,1 pt/R$,,,,1 pt/R$,,2024-04-17
Basico.com,3 pt/R$,,,,3 pt/R$,,2024-04-17
Flormel,3 pt/R$,,,,3 pt/R$,,2024-04-17
Dream Fitness,1 pt/R$,,,,1 pt/R$,,2024-04-17
Radisson Hotels,10 pt/U$,,,,,,2024-04-17
The body shop,2 pt/R$,,,,2 pt/R$,,2024-04-17
avis,1 pt/R$,,,,1 pt/R$,,2024-04-17
Cervejabox,1 pt/R$,,,,1 pt/R$,,2024-04-17
CARE Natural Beauty,4 pt/R$,,,,4 pt/R$,,2024-04-17
Tiqets,6 pt/U$,,,,,,2024-04-17
Darkness,1 pt/R$,,,,1 pt/R$,,2024-04-17
Foxton,2 pt/R$,,,,2 pt/R$,,2024-04-17
Granado,1 pt/R$,,,,1 pt/R$,,2024-04-17
Baw Clothing,2 pt/R$,,,,2 pt/R$,,2024-04-17
Technos,10 pt/R$,,,,10 pt/R$,,2024-04-17
Salinas,15 pt/R$,,,,15 pt/R$,,2024-04-17
Bebelier,8 pt/R$,,,,8 pt/R$,,2024-04-17
Guess,8 pt/R$,,,,8 pt/R$,,2024-04-17
Mondaine,15 pt/R$,,,,15 pt/R$,,2024-04-17
Penalty,4 pt/R$,,,,4 pt/R$,,2024-04-17
Mini In The Box,12 pt/€,,,,,,2024-04-17
Hertz,1 pt/R$,,,,1 pt/R$,,2024-04-17
New Balance,3 pt/R$,,,,3 pt/R$,,2024-04-17
Shiseido,3 pt/R$,,,,3 pt/R$,,2024-04-17
Fóssil,10 pt/R$,,,,10 pt/R$,,2024-04-17
MeuCopo,2 pt/R$,,,,2 pt/R$,,2024-04-17
Quero-Quero,1 pt/R$,,,,1 pt/R$,,2024-04-17
Ballantine's,8 pt/R$,,,,,8 pt/R$,2024-04-17
Ellus,15 pt/R$,,,,15 pt/R$,,2024-04-17
Budget,1 pt/R$,,,,1 pt/R$,,2024-04-17
Viação Garcia,1 pt/R$,,,,1 pt/R$,,2024-04-17
Hoteis Deville,0.33 pt/R$,,,,0.33 pt/R$,,2024-04-17
Richards,15 pt/R$,,,,15 pt/R$,,2024-04-17
Travel 365,3 pt/R$,,,,3 pt/R$,,2024-04-17
Guanabara,5 pt/R$,,,,5 pt/R$,,2024-04-17
Holiday Inn Express,3 pt/U$,,,,,,2024-04-17
Creditas,1 pt/R$,,,,1 pt/R$,,2024-04-17
C2 Tours,2 pt/R$,,,,2 pt/R$,,2024-04-17
Época cosmésticos,2 pt/R$,,,,2 pt/R$,,2024-04-17
Microsoft 365 for Business,200 pt,,,,,,2024-04-17
Simples Reserva,2 pt/R$,,,,2 pt/R$,,2024-04-17
Absolut,8 pt/R$,,,,,8 pt/R$,2024-04-17
Atalaia Noronha,4 pt/R$,,,,4 pt/R$,,2024-04-17
Buddha Spa,2 pt/R$,,,,2 pt/R$,,2024-04-17
Julio Okubo,1 pt/R$,,,,1 pt/R$,,2024-04-17
Fábula,2 pt/R$,,,,2 pt/R$,,2024-04-17
Lolita,1 pt/R$,,,,1 pt/R$,,2024-04-17
Maria Filo,10 pt/R$,,,,10 pt/R$,,2024-04-17
Porto Faz,2 pt/R$,,,,2 pt/R$,,2024-04-17
Britânia,1 pt/R$,,,,,,2024-04-17
Viajar,2 pt/R$,,,,2 pt/R$,,2024-04-17
Polar,2 pt/R$,,,,,2 pt/R$,2024-04-17
"Quem disse, Berenice?",3 pt/R$,,,,3 pt/R$,,2024-04-17
Cadence,1 pt/R$,,,,1 pt/R$,,2024-04-17
Privé Hotéis e Parques,1 pt/R$,,,,1 pt/R$,,2024-04-17
Miolo,1 pt/R$,,,,1 pt/R$,,2024-04-17
Pipooh,4 pt/R$,,,,4 pt/R$,,2024-04-17
Luck Receptivo (Salvador),6 pt/R$,,,,6 pt/R$,,2024-04-17
Mercato,2 pt/R$,,,,2 pt/R$,,2024-04-17
Tailors Mind,4 pt/R$,,,,4 pt/R$,,2024-04-17
Philco,1 pt/R$,,,,,,2024-04-17
Agoda,8 pt/£,,,,,,2024-04-17
Hotel Indigo,1.5 pt/U$,,,,,,2024-04-17
Meia Sola,2 pt/R$,,,,2 pt/R$,,2024-04-17
Sottile,3 pt/R$,,,,3 pt/R$,,2024-04-17
Le Biscuit,2 pt/R$,,,,,,2024-04-17
Wishin,2 pt/R$,,,,2 pt/R$,,2024-04-17
Oficina Reserva,1 pt/R$,,,,1 pt/R$,,2024-04-17
Go case,2 pt/R$,,,,2 pt/R$,,2024-04-17
Iplace,1 pt/R$,,,,,,2024-04-17
Hostelworld,25 pt/£,,,,,,2024-04-17
Airalo,15 pt/£,,,,,,2024-04-17
Multilaser,1 pt/R$,,,,,,2024-04-17
TripChip,6 pt/R$,,,,6 pt/R$,,2024-04-17
Apoio Entregas,0.33 pt/R$,,,,0.33 pt/R$,,2024-04-17
Quintess,3 pt/R$,,,,3 pt/R$,,2024-04-17
Choice Hotels,2.5 pt/U$,,,,,,2024-04-17
Home Angels,0.1 pt/R$,,,,0.1 pt/R$,,2024-04-17
Yuool,2 pt/R$,,,,,2 pt/R$,2024-04-17
Thule,4 pt/R$,,,,4 pt/R$,,2024-04-17
Electrolux,1 pt/R$,,,,,,2024-04-17
Nutty Bavarian,1 pt/R$,,,,1 pt/R$,,2024-04-17
VR Collezioni,15 pt/R$,,,,15 pt/R$,,2024-04-17
Johnnie Walker,2 pt/R$,,,,,2 pt/R$,2024-04-17
Webcontinental Marketplace,5 pt/R$,,,,,,2024-04-17
Bobstore,15 pt/R$,,,,15 pt/R$,,2024-04-17
InterContinental Hotels & Resorts,1.5 pt/U$,,,,,,2024-04-17
Vá de Táxi,2 pt/R$,,,,2 pt/R$,,2024-04-17
Travelux,2 pt/R$,,2 pt/R$,,,,2024-04-17
Allugator,1 pt/R$,,,,1 pt/R$,,2024-04-17
Kur Cosméticos,2 pt/R$,,,,,2 pt/R$,2024-04-17
Cachaçaria Nacional,2 pt/R$,,,,,2 pt/R$,2024-04-17
Wet n Wild,1 pt/R$,,,,1 pt/R$,,2024-04-17
GetYourGuide,10 pt/£,,,,,,2024-04-17
Luck Receptivo (João Pessoa),6 pt/R$,,,,6 pt/R$,,2024-04-17
Hauskraft,2 pt/R$,,,,,2 pt/R$,2024-04-17
Câmbio Online,0.2 pt/R$,,,,0.2 pt/R$,,2024-04-17
CCleaner,80 pt/£,,,,,,2024-04-17
Malwee,3 pt/R$,,,,3 pt/R$,,2024-04-17
Ondas Praia Resort,1 pt/R$,,,,1 pt/R$,,2024-04-17
Park Sleep Fly,250 pt/U$,,,,,,2024-04-17
Buzios Beach Resort,1 pt/R$,,,,1 pt/R$,,2024-04-17
Highstil,1 pt/R$,,,,1 pt/R$,,2024-04-17
Aguativa Resort,2 pt/R$,,,,2 pt/R$,,2024-04-17
Ciroc,2 pt/R$,,,,,2 pt/R$,2024-04-17
Tanqueray,2 pt/R$,,,,,2 pt/R$,2024-04-17
Candlewood Suites,1.5 pt/U$,,,,,,2024-04-17
Crowne Plaza,1.5 pt/U$,,,,,,2024-04-17
MaxRacer,1 pt/R$,,,,1 pt/R$,,2024-04-17
Pet Paluche Box,1 pt/R$,,,,1 pt/R$,,2024-04-17
Gorila Shield,1 pt/R$,,,,,,2024-04-17
Lithos Galeria,2 pt/R$,,,,,2 pt/R$,2024-04-17
Pado,2 pt/R$,,,,2 pt/R$,,2024-04-17
ESPN+,900 pt/U$,,,,,,2024-04-17
Next Seguro Viagem,7 pt/R$,,,,7 pt/R$,,2024-04-17
Perestroika,2 pt/R$,,,,2 pt/R$,,2024-04-17
Jameson,2 pt/R$,,,,,2 pt/R$,2024-04-17
Sestini,1 pt/R$,,,,,,2024-04-17
Key Design,1 pt/R$,,,,1 pt/R$,,2024-04-17
Café Store,2 pt/R$,,,,,2 pt/R$,2024-04-17
Hopper Nutrition,1 pt/R$,,,,1 pt/R$,,2024-04-17
Mercado Facil,1 pt/R$,,,,,,2024-04-17
Beefeater,2 pt/R$,,,,,2 pt/R$,2024-04-17
Light In The Box,8 pt/€,,,,,,2024-04-17
Casa MinD,1 pt/R$,,,,1 pt/R$,,2024-04-17
Cutelaria Cimo,3 pt/R$,,,,3 pt/R$,,2024-04-17
Nars,3 pt/R$,,,,3 pt/R$,,2024-04-17
Extended Stay America,2.5 pt/U$,,,,,,2024-04-17
World Wine,2 pt/R$,,,,,2 pt/R$,2024-04-17
Ketel One,2 pt/R$,,,,,2 pt/R$,2024-04-17
Western,2 pt/R$,,,,,2 pt/R$,2024-04-17
RDC Viagens,2 pt/R$,,,,2 pt/R$,,2024-04-17
Guoman Hotels,12 pt/£,,,,,,2024-04-17
Wise UP,2 pt/R$,,,,2 pt/R$,,2024-04-17
Mormaii,1 pt/R$,,,,,,2024-04-17
Hot Beach,1 pt/R$,,,,1 pt/R$,,2024-04-17
Luck Receptivo - Recife,6 pt/R$,,,,6 pt/R$,,2024-04-17
Pet Paluche,1 pt/R$,,,,1 pt/R$,,2024-04-17
Bombay Herbs & Spices,2 pt/R$,,,,2 pt/R$,,2024-04-17
RVShare,2.5 pt/U$,,,,,,2024-04-17
Saint Paul,4 pt/R$,,,,4 pt/R$,,2024-04-17
Transport For Wales,5 pt/£,,,,,,2024-04-17
Toymania,2 pt/R$,,,,,,2024-04-17
Grupo Dreams,2 pt/R$,,,,2 pt/R$,,2024-04-17
Corel,3 pt/U$,,,,,,2024-04-17
Evan Evans Tours,7 pt/£,,,,,,2024-04-17
trainline,1 pt/£,,,,,,2024-04-17
IHG,3 pt/U$,,,,,,2024-04-17
Go City,5 pt/£,,,,,,2024-04-17
Lojas Mm,1 pt/R$,,,,,,2024-04-17
ATG Tickets,3 pt/£,,,,,,2024-04-17
Gravia,1 pt/R$,,,,,,2024-04-17
1Password,9 pt/U$,,,,,,2024-04-17
Belong Be,2 pt/R$,,,,,2 pt/R$,2024-04-17
Big Bus Tours,10 pt/£,,,,,,2024-04-17
Clima Rio,1 pt/R$,,,,,,2024-04-17
Hotel Nacional,1 pt/R$,,,,1 pt/R$,,2024-04-17
Harry Potter and the Cursed Child,5 pt/£,,,,,,2024-04-17
Bioute,1 pt/R$,,,,,,2024-04-17
Euro,10 pt/R$,,,,10 pt/R$,,2024-04-17
Candide,4 pt/R$,,,,,,2024-04-17
Lord Perfumaria,2 pt/R$,,,,2 pt/R$,,2024-04-17
The Clermont Hotel,12 pt/£,,,,,,2024-04-17
Dako,1 pt/R$,,,,1 pt/R$,,2024-04-17
Klook,5 pt/£,,,,,,2024-04-17
National Express,4 pt/£,,,,,,2024-04-17
Multimoveis,2 pt/R$,,,,,,2024-04-17
Monica Sanches,2 pt/R$,,,,2 pt/R$,,2024-04-17
Todovino,1 pt/R$,,,,,,2024-04-17
Glam,3 pt/R$,,,,3 pt/R$,,2024-04-17
iTunes Store,7 pt/€,,,,,,2024-04-17
Decore Shop,1 pt/R$,,,,,,2024-04-17
Slow Beauty,2 pt/R$,,,,,2 pt/R$,2024-04-17
Multi,2 pt/R$,,,,,2 pt/R$,2024-04-17
AttractionTickets.com,1 pt/£,,,,,,2024-04-17
NH Hotels,6 pt/£,,,,,,2024-04-17
Salon Line,1 pt/R$,,,,,,2024-04-17
Tottenham Hotspur Stadium Tours,15 pt/£,,,,,,2024-04-17
First Step,1 pt/R$,,,,,1 pt/R$,2024-04-17
Wish,3 pt/U$,,,,,,2024-04-17
Ticketmaster,1 pt/£,,,,,,2024-04-17
Simple Organic,2 pt/R$,,,,2 pt/R$,,2024-04-17
Bradesco Capitalização,2 pt/R$,,,,2 pt/R$,,2024-04-17
Luck Receptivo Natal,6 pt/R$,,,,6 pt/R$,,2024-04-17
Minimal Club,12 pt/R$,,,,12 pt/R$,,2024-04-17
Macdonald Hotels,5 pt/£,,,,,,2024-04-17
Isango!,6 pt/£,,,,,,2024-04-17
Decanter,1 pt/R$,,,,1 pt/R$,,2024-04-17
HERO SEGUROS,12 pt/R$,,,,12 pt/R$,,2024-04-17
Best Western Hotels GB,4 pt/£,,,,,,2024-04-17
Kaspersky Lab,20 pt/£,,,,,,2024-04-17
Travelodge,2 pt/£,,,,,,2024-04-17
The Montcalm Luxury Hotels,10 pt/£,,,,,,2024-04-17
Cirilo Cabos,1 pt/R$,,,,,,2024-04-17
Hotel Du Vin,6 pt/£,,,,,,2024-04-17
Discount London,5 pt/£,,,,,,2024-04-17
Eventim,1 pt/£,,,,,,2024-04-17
Wembley Stadium Tours,10 pt/£,,,,,,2024-04-17
Barceló Hotels & Resorts,8 pt/€,,,,,,2024-04-17
BitDefender,20 pt/£,,,,,,2024-04-17
Liga Vitória Seguros,30 pt/R$,,,,30 pt/R$,,2024-04-17
IBEROSTAR Hotels & Resorts,5 pt/£,,,,,,2024-04-17
G Adventures,6 pt/£,,,,,,2024-04-17
Universal Assistance Seguros,22 pt/R$,,,,22 pt/R$,,2024-04-17
Thistle Hotels,12 pt/£,,,,,,2024-04-17
ropo®?,1 pt/R$,,,,1 pt/R$,,2024-04-17
Tootbus,5 pt/£,,,,,,2024-04-17
Santa Lolla,1 pt/R$,,,,,,2024-04-17
Caesars Entertainment,5 pt/£,,,,,,2024-04-17
Calvin Klein Brasil,1 pt/R$,,,,,,2024-04-17
Hotel Gran Marquise,1 pt/R$,,,,1 pt/R$,,2024-04-17
Hilton,4 pt/£,,,,,,2024-04-17
Vale Holiday Parks,5 pt/£,,,,,,2024-04-17
SeaWorld Parks,2 pt/U$,,,,,,2024-04-17
