Loja,Melhor_Ganho,Latam,Azul,GOL,Livelo,Esfera,dt_ingestion
Accor live Limitless,2 pt/R$,2 pt/R$,,,,,2024-04-09
Microsoft Store,5 pt/U$,,,,,,2024-04-09
Luxury Loyalty,3 pt/R$,,,,2 pt/R$,,2024-04-09
Oceane,2 pt/R$,,,,2 pt/R$,,2024-04-09
Buser,2 pt/R$,,,,2 pt/R$,,2024-04-09
Pede Pronto,3 pt/R$,,,,3 pt/R$,,2024-04-09
Havaianas,2 pt/R$,,,,2 pt/R$,,2024-04-09
Abelha Rainha,3 pt/R$,,,,3 pt/R$,,2024-04-09
Panvel,1 pt/R$,,,,1 pt/R$,,2024-04-09
Kaligo,15 pt/U$,,,,15 pt/U$,,2024-04-09
Zissou,3 pt/R$,,,,3 pt/R$,3 pt/R$,2024-04-09
Loungerie,3 pt/R$,,,,3 pt/R$,,2024-04-09
GoDaddy,10 pt/U$,,,,,,2024-04-09
Sousmile,15000 pt,,,,,15000 pt,2024-04-09
Estoque,2 pt/R$,,2 pt/R$,,1 pt/R$,,2024-04-09
Marriott International,4 pt/U$,,,,,,2024-04-09
Viator,12 pt/U$,,,,,,2024-04-09
Beto Carrero World,2 pt/R$,,,,2 pt/R$,,2024-04-09
Asics,1 pt/R$,,,,1 pt/R$,,2024-04-09
Foco,2 pt/R$,,,,2 pt/R$,,2024-04-09
CARREFOUR Mercado,6 pt/R$,,,,6 pt/R$,,2024-04-09
Cabana Magazine,5 pt/R$,,,,1 pt/R$,,2024-04-09
Cruzeiros Agaxtur,2 pt/R$,,,,2 pt/R$,,2024-04-09
Hope,4 pt/R$,,,,4 pt/R$,,2024-04-09
Horas Mágicas,1 pt/R$,,,,1 pt/R$,1 pt/R$,2024-04-09
Portallar,12 pt/R$,,,,12 pt/R$,,2024-04-09
Lego,2 pt/R$,,,,1 pt/R$,2 pt/R$,2024-04-09
Posthaus,1 pt/R$,,,,1 pt/R$,,2024-04-09
Loccitane en Provence,1 pt/R$,,,,1 pt/R$,,2024-04-09
Quero Passagem,1 pt/R$,,,,1 pt/R$,,2024-04-09
Dzarm,3 pt/R$,,,,3 pt/R$,,2024-04-09
Piatan Natural,3 pt/R$,,,,3 pt/R$,,2024-04-09
eBay,0.5 pt/U$,,,,,,2024-04-09
Reservecar,2 pt/R$,,,,2 pt/R$,2 pt/R$,2024-04-09
Liz,3 pt/R$,,,,3 pt/R$,,2024-04-09
Spicy,2 pt/R$,,,,1 pt/R$,2 pt/R$,2024-04-09
Cobasi,1 pt/R$,,,,,,2024-04-09
Top Móveis,1 pt/R$,,,,1 pt/R$,,2024-04-09
Studio Z,2 pt/R$,,,,2 pt/R$,,2024-04-09
Ciclic Seguro Celular,4 pt/R$,,,,4 pt/R$,,2024-04-09
Monte Carlo,1 pt/R$,,,,1 pt/R$,,2024-04-09
Oxford,2 pt/R$,,,,2 pt/R$,,2024-04-09
Trocafy,2 pt/R$,,,,2 pt/R$,2 pt/R$,2024-04-09
Supernosso,1 pt/R$,,,,1 pt/R$,,2024-04-09
Autodesk,3 pt/U$,,,,,,2024-04-09
Vila Galé,0.5 pt/R$,,,,,,2024-04-09
Paramount+,350 pt,,,,,,2024-04-09
Allianz Travel,4 pt/R$,,,,4 pt/R$,,2024-04-09
Umbro,2 pt/R$,,,,2 pt/R$,,2024-04-09
Marriott Bonvoy,0.33 pt/R$,0.33 pt/R$,,,,,2024-04-09
AVG,12 pt/U$,,,,,,2024-04-09
Fila,2 pt/R$,,,,2 pt/R$,,2024-04-09
McAfee.com,15 pt/U$,,,,,,2024-04-09
Surfshark,15 pt/U$,,,,,,2024-04-09
IntegralMedica,5 pt/R$,,,,5 pt/R$,,2024-04-09
Época Cosméticos,2 pt/R$,,,,,2 pt/R$,2024-04-09
SHI,25000 pt,,,,,25000 pt,2024-04-09
Babbel,6 pt/U$,,,,,,2024-04-09
Reservations.com,5 pt/U$,,,,,,2024-04-09
JBL,1 pt/R$,,,,1 pt/R$,,2024-04-09
Under Armour,1 pt/R$,,,,1 pt/R$,,2024-04-09
Auto Compara,5000 pt,,,,,5000 pt,2024-04-09
Osklen,2 pt/R$,,,,2 pt/R$,,2024-04-09
Giuliana Flores,3 pt/R$,,,,3 pt/R$,,2024-04-09
Sixt,1 pt/R$,,,,1 pt/R$,,2024-04-09
Avast,12 pt/U$,,,,,,2024-04-09
Nomad,5 pt/U$,,,,,5 pt/U$,2024-04-09
Café Orfeu,3 pt/R$,,,,3 pt/R$,,2024-04-09
Basicamente,4 pt/R$,,,,4 pt/R$,,2024-04-09
Hoteis de Luxo Brasil,0.33 pt/R$,,,,0.33 pt/R$,,2024-04-09
NordPass,20 pt/U$,,,,,,2024-04-09
Summerville,2 pt/R$,,,,2 pt/R$,,2024-04-09
Hope Resort,4 pt/R$,,,,4 pt/R$,,2024-04-09
Morana,3 pt/R$,,,,3 pt/R$,,2024-04-09
Holiday Inn,3 pt/U$,,,,,,2024-04-09
Tia Sônia,1 pt/R$,,,,1 pt/R$,,2024-04-09
Bonjour Lingerie,4 pt/R$,,,,4 pt/R$,,2024-04-09
La Pastina,2 pt/R$,,,,,2 pt/R$,2024-04-09
Speedo,4 pt/R$,,,,4 pt/R$,,2024-04-09
Easy Live,1 pt/R$,,,,1 pt/R$,,2024-04-09
Cafe Utam,2 pt/R$,,,,2 pt/R$,,2024-04-09
Travelex,1 pt/U$,,,,1 pt/U$,,2024-04-09
ALL-Accor Live Limitless,8 pt/£,,,,,,2024-04-09
WebContinental,3 pt/R$,,,,,,2024-04-09
CyberGhost VPN,20 pt/U$,,,,,,2024-04-09
Império,1 pt/R$,,,,1 pt/R$,,2024-04-09
Chico Rei,1 pt/R$,,,,1 pt/R$,,2024-04-09
Caesars Rewards,2 pt/U$,,,,,,2024-04-09
Beep,1 pt/R$,,,,1 pt/R$,,2024-04-09
Santista,2 pt/R$,,,,2 pt/R$,,2024-04-09
Chocolat Du Jour,2 pt/R$,,,,,2 pt/R$,2024-04-09
Oster,1 pt/R$,,,,1 pt/R$,,2024-04-09
Grand Cru,2 pt/R$,,,,,2 pt/R$,2024-04-09
Guldi,1 pt/R$,,,,1 pt/R$,,2024-04-09
Sebastian Coffee,3 pt/R$,,,,3 pt/R$,,2024-04-09
IFriend,2 pt/R$,2 pt/R$,,,,,2024-04-09
Nutrify,5 pt/R$,,,,5 pt/R$,,2024-04-09
Ubisoft Store,1 pt/U$,,,,,,2024-04-09
Gama Italy,2 pt/R$,,,,,2 pt/R$,2024-04-09
Priority Pass,10 pt/U$,,,,,,2024-04-09
Loja Madesa,1 pt/R$,,,,1 pt/R$,,2024-04-09
Mizuno,1 pt/R$,,,,1 pt/R$,,2024-04-09
Nike,2 pt/R$,,,,2 pt/R$,,2024-04-09
Coliseu,2 pt/R$,,,,2 pt/R$,,2024-04-09
Seculus,2 pt/R$,,,,2 pt/R$,,2024-04-09
Beyoung,3 pt/R$,,,,3 pt/R$,,2024-04-09
Lojas Colombo,4 pt/R$,,,,,,2024-04-09
Utilplast,1 pt/R$,,,,1 pt/R$,1 pt/R$,2024-04-09
Avon,4 pt/R$,,,,4 pt/R$,,2024-04-09
Beach Park,2 pt/R$,,,,2 pt/R$,,2024-04-09
Olympikus,1 pt/R$,,,,1 pt/R$,,2024-04-09
Artex,1 pt/R$,,,,1 pt/R$,,2024-04-09
Flormel,3 pt/R$,,,,3 pt/R$,,2024-04-09
Basico.com,3 pt/R$,,,,3 pt/R$,,2024-04-09
Dream Fitness,1 pt/R$,,,,1 pt/R$,,2024-04-09
Cestas Michelli,3 pt/R$,,,,3 pt/R$,,2024-04-09
Radisson Hotels,4 pt/U$,,,,,,2024-04-09
Cervejabox,1 pt/R$,,,,1 pt/R$,,2024-04-09
CARE Natural Beauty,4 pt/R$,,,,4 pt/R$,,2024-04-09
Foxton,2 pt/R$,,,,2 pt/R$,,2024-04-09
Tiqets,6 pt/U$,,,,,,2024-04-09
Granado,1 pt/R$,,,,1 pt/R$,,2024-04-09
Baw Clothing,2 pt/R$,,,,2 pt/R$,,2024-04-09
Darkness,5 pt/R$,,,,5 pt/R$,,2024-04-09
Technos,2 pt/R$,,,,2 pt/R$,,2024-04-09
avis,1 pt/R$,,,,1 pt/R$,,2024-04-09
Bebelier,8 pt/R$,,,,8 pt/R$,,2024-04-09
Salinas,2 pt/R$,,,,2 pt/R$,,2024-04-09
Guess,2 pt/R$,,,,2 pt/R$,,2024-04-09
Penalty,4 pt/R$,,,,4 pt/R$,,2024-04-09
Mondaine,2 pt/R$,,,,2 pt/R$,,2024-04-09
Mini In The Box,12 pt/€,,,,,,2024-04-09
MeuCopo,2 pt/R$,,,,2 pt/R$,,2024-04-09
Shiseido,3 pt/R$,,,,3 pt/R$,,2024-04-09
Fóssil,2 pt/R$,,,,2 pt/R$,,2024-04-09
Hertz,1 pt/R$,,,,1 pt/R$,,2024-04-09
New Balance,3 pt/R$,,,,3 pt/R$,,2024-04-09
Quero-Quero,1 pt/R$,,,,1 pt/R$,,2024-04-09
Budget,1 pt/R$,,,,1 pt/R$,,2024-04-09
Ballantine's,2 pt/R$,,,,,2 pt/R$,2024-04-09
Ellus,2 pt/R$,,,,2 pt/R$,,2024-04-09
Richards,2 pt/R$,,,,2 pt/R$,,2024-04-09
Travel 365,3 pt/R$,,,,3 pt/R$,,2024-04-09
Viação Garcia,1 pt/R$,,,,1 pt/R$,,2024-04-09
Hoteis Deville,0.33 pt/R$,,,,0.33 pt/R$,,2024-04-09
C2 Tours,2 pt/R$,,,,2 pt/R$,,2024-04-09
Guanabara,5 pt/R$,,,,5 pt/R$,,2024-04-09
Holiday Inn Express,3 pt/U$,,,,,,2024-04-09
Creditas,1 pt/R$,,,,1 pt/R$,,2024-04-09
Simples Reserva,2 pt/R$,,,,2 pt/R$,,2024-04-09
Absolut,2 pt/R$,,,,,2 pt/R$,2024-04-09
Julio Okubo,1 pt/R$,,,,1 pt/R$,,2024-04-09
Atalaia Noronha,2 pt/R$,,,,2 pt/R$,,2024-04-09
Lolita,1 pt/R$,,,,1 pt/R$,,2024-04-09
Microsoft 365 for Business,200 pt,,,,,,2024-04-09
Buddha Spa,2 pt/R$,,,,2 pt/R$,,2024-04-09
Fábula,2 pt/R$,,,,2 pt/R$,,2024-04-09
Época cosmésticos,2 pt/R$,,,,2 pt/R$,,2024-04-09
Maria Filo,2 pt/R$,,,,2 pt/R$,,2024-04-09
Porto Faz,2 pt/R$,,,,2 pt/R$,,2024-04-09
Viajar,2 pt/R$,,,,2 pt/R$,,2024-04-09
Britânia,1 pt/R$,,,,,,2024-04-09
Polar,2 pt/R$,,,,,2 pt/R$,2024-04-09
Cadence,1 pt/R$,,,,1 pt/R$,,2024-04-09
Privé Hotéis e Parques,1 pt/R$,,,,1 pt/R$,,2024-04-09
Miolo,1 pt/R$,,,,1 pt/R$,,2024-04-09
Mercato,2 pt/R$,,,,2 pt/R$,,2024-04-09
"Quem disse, Berenice?",5 pt/R$,,,,5 pt/R$,,2024-04-09
Tailors Mind,4 pt/R$,,,,4 pt/R$,,2024-04-09
Luck Receptivo (Salvador),5 pt/R$,,,,5 pt/R$,,2024-04-09
Sottile,1 pt/R$,,,,1 pt/R$,,2024-04-09
Philco,1 pt/R$,,,,,,2024-04-09
Oficina Reserva,1 pt/R$,,,,1 pt/R$,,2024-04-09
BRT,1 pt/R$,,,,1 pt/R$,,2024-04-09
Hotel Indigo,2.5 pt/U$,,,,,,2024-04-09
Meia Sola,5 pt/R$,,,,5 pt/R$,,2024-04-09
Wishin,2 pt/R$,,,,2 pt/R$,,2024-04-09
Agoda,8 pt/£,,,,,,2024-04-09
Iplace,1 pt/R$,,,,,,2024-04-09
Pipooh,4 pt/R$,,,,4 pt/R$,,2024-04-09
Go case,2 pt/R$,,,,2 pt/R$,,2024-04-09
Le Biscuit,2 pt/R$,,,,,,2024-04-09
TripChip,4 pt/R$,,,,4 pt/R$,,2024-04-09
Multilaser,1 pt/R$,,,,,,2024-04-09
Apoio Entregas,0.33 pt/R$,,,,0.33 pt/R$,,2024-04-09
Hostelworld,25 pt/£,,,,,,2024-04-09
Airalo,15 pt/£,,,,,,2024-04-09
Quintess,3 pt/R$,,,,3 pt/R$,,2024-04-09
Choice Hotels,2.5 pt/U$,,,,,,2024-04-09
Home Angels,0.1 pt/R$,,,,0.1 pt/R$,,2024-04-09
Yuool,2 pt/R$,,,,,2 pt/R$,2024-04-09
Thule,1 pt/R$,,,,1 pt/R$,,2024-04-09
Nutty Bavarian,1 pt/R$,,,,1 pt/R$,,2024-04-09
VR Collezioni,2 pt/R$,,,,2 pt/R$,,2024-04-09
Electrolux,1 pt/R$,,,,,,2024-04-09
InterContinental Hotels & Resorts,2.5 pt/U$,,,,,,2024-04-09
Bobstore,2 pt/R$,,,,2 pt/R$,,2024-04-09
Allugator,1 pt/R$,,,,1 pt/R$,,2024-04-09
Johnnie Walker,2 pt/R$,,,,,2 pt/R$,2024-04-09
Kur Cosméticos,2 pt/R$,,,,,2 pt/R$,2024-04-09
Vá de Táxi,1 pt/R$,,,,1 pt/R$,,2024-04-09
Wet n Wild,1 pt/R$,,,,1 pt/R$,,2024-04-09
Cachaçaria Nacional,2 pt/R$,,,,,2 pt/R$,2024-04-09
Travelux,2 pt/R$,,2 pt/R$,,,,2024-04-09
Luck Receptivo (João Pessoa),5 pt/R$,,,,5 pt/R$,,2024-04-09
Ondas Praia Resort,1 pt/R$,,,,1 pt/R$,,2024-04-09
CCleaner,80 pt/£,,,,,,2024-04-09
Malwee,3 pt/R$,,,,3 pt/R$,,2024-04-09
Park Sleep Fly,250 pt/U$,,,,,,2024-04-09
Buzios Beach Resort,1 pt/R$,,,,1 pt/R$,,2024-04-09
Highstil,1 pt/R$,,,,1 pt/R$,,2024-04-09
Ciroc,2 pt/R$,,,,,2 pt/R$,2024-04-09
Webcontinental Marketplace,5 pt/R$,,,,,,2024-04-09
Candlewood Suites,2.5 pt/U$,,,,,,2024-04-09
Crowne Plaza,2.5 pt/U$,,,,,,2024-04-09
Tanqueray,2 pt/R$,,,,,2 pt/R$,2024-04-09
Pet Paluche Box,1 pt/R$,,,,1 pt/R$,,2024-04-09
Câmbio Online,0.2 pt/R$,,,,0.2 pt/R$,,2024-04-09
GetYourGuide,7 pt/£,,,,,,2024-04-09
Gorila Shield,1 pt/R$,,,,,,2024-04-09
MaxRacer,1 pt/R$,,,,1 pt/R$,,2024-04-09
Lithos Galeria,2 pt/R$,,,,,2 pt/R$,2024-04-09
Perestroika,2 pt/R$,,,,2 pt/R$,,2024-04-09
Pado,2 pt/R$,,,,2 pt/R$,,2024-04-09
Jameson,2 pt/R$,,,,,2 pt/R$,2024-04-09
Aguativa Resort,2 pt/R$,,,,2 pt/R$,,2024-04-09
ESPN+,900 pt/U$,,,,,,2024-04-09
Key Design,1 pt/R$,,,,1 pt/R$,,2024-04-09
Sestini,1 pt/R$,,,,,,2024-04-09
Beefeater,2 pt/R$,,,,,2 pt/R$,2024-04-09
Hauskraft,2 pt/R$,,,,,2 pt/R$,2024-04-09
Hopper Nutrition,1 pt/R$,,,,1 pt/R$,,2024-04-09
Next Seguro Viagem,7 pt/R$,,,,7 pt/R$,,2024-04-09
Mercado Facil,2 pt/R$,,,,,,2024-04-09
Light In The Box,8 pt/€,,,,,,2024-04-09
Casa MinD,1 pt/R$,,,,1 pt/R$,,2024-04-09
Café Store,2 pt/R$,,,,,2 pt/R$,2024-04-09
Cutelaria Cimo,3 pt/R$,,,,3 pt/R$,,2024-04-09
Extended Stay America,2.5 pt/U$,,,,,,2024-04-09
Nars,3 pt/R$,,,,3 pt/R$,,2024-04-09
RDC Viagens,2 pt/R$,,,,2 pt/R$,,2024-04-09
World Wine,2 pt/R$,,,,,2 pt/R$,2024-04-09
Chilli Beans,1 pt/R$,,,,,,2024-04-09
Ketel One,2 pt/R$,,,,,2 pt/R$,2024-04-09
Guoman Hotels,12 pt/£,,,,,,2024-04-09
Hot Beach,1 pt/R$,,,,1 pt/R$,,2024-04-09
Wise UP,2 pt/R$,,,,2 pt/R$,,2024-04-09
Mormaii,1 pt/R$,,,,,,2024-04-09
Pet Paluche,1 pt/R$,,,,1 pt/R$,,2024-04-09
Luck Receptivo - Recife,1 pt/R$,,,,1 pt/R$,,2024-04-09
RVShare,2.5 pt/U$,,,,,,2024-04-09
Bombay Herbs & Spices,2 pt/R$,,,,2 pt/R$,,2024-04-09
Saint Paul,4 pt/R$,,,,4 pt/R$,,2024-04-09
Toymania,2 pt/R$,,,,,,2024-04-09
Corel,3 pt/U$,,,,,,2024-04-09
Grupo Dreams,2 pt/R$,,,,2 pt/R$,,2024-04-09
Evan Evans Tours,7 pt/£,,,,,,2024-04-09
Lojas Mm,1 pt/R$,,,,,,2024-04-09
Western,2 pt/R$,,,,,2 pt/R$,2024-04-09
trainline,1 pt/£,,,,,,2024-04-09
Transport For Wales,1 pt/£,,,,,,2024-04-09
Go City,5 pt/£,,,,,,2024-04-09
ATG Tickets,3 pt/£,,,,,,2024-04-09
Belong Be,2 pt/R$,,,,,2 pt/R$,2024-04-09
1Password,9 pt/U$,,,,,,2024-04-09
Big Bus Tours,10 pt/£,,,,,,2024-04-09
IHG,3 pt/U$,,,,,,2024-04-09
Gravia,1 pt/R$,,,,,,2024-04-09
Clima Rio,1 pt/R$,,,,,,2024-04-09
Hotel Nacional,1 pt/R$,,,,1 pt/R$,,2024-04-09
Harry Potter and the Cursed Child,5 pt/£,,,,,,2024-04-09
Lord Perfumaria,2 pt/R$,,,,2 pt/R$,,2024-04-09
Bioute,1 pt/R$,,,,,,2024-04-09
Candide,4 pt/R$,,,,,,2024-04-09
Dako,1 pt/R$,,,,1 pt/R$,,2024-04-09
Klook,5 pt/£,,,,,,2024-04-09
National Express,4 pt/£,,,,,,2024-04-09
The Clermont Hotel,12 pt/£,,,,,,2024-04-09
Euro,1 pt/R$,,,,1 pt/R$,,2024-04-09
Todovino,1 pt/R$,,,,,,2024-04-09
Glam,3 pt/R$,,,,3 pt/R$,,2024-04-09
iTunes Store,7 pt/€,,,,,,2024-04-09
Multimoveis,2 pt/R$,,,,,,2024-04-09
Decore Shop,1 pt/R$,,,,,,2024-04-09
Monica Sanches,2 pt/R$,,,,2 pt/R$,,2024-04-09
Slow Beauty,2 pt/R$,,,,,2 pt/R$,2024-04-09
Multi,2 pt/R$,,,,,2 pt/R$,2024-04-09
NH Hotels,6 pt/£,,,,,,2024-04-09
Salon Line,1 pt/R$,,,,,,2024-04-09
Tottenham Hotspur Stadium Tours,15 pt/£,,,,,,2024-04-09
Wish,3 pt/U$,,,,,,2024-04-09
AttractionTickets.com,1 pt/£,,,,,,2024-04-09
Simple Organic,2 pt/R$,,,,2 pt/R$,,2024-04-09
Ticketmaster,1 pt/£,,,,,,2024-04-09
Bradesco Capitalização,2 pt/R$,,,,2 pt/R$,,2024-04-09
Minimal Club,4 pt/R$,,,,4 pt/R$,,2024-04-09
First Step,1 pt/R$,,,,,1 pt/R$,2024-04-09
Decanter,1 pt/R$,,,,1 pt/R$,,2024-04-09
HERO SEGUROS,6 pt/R$,,,,6 pt/R$,,2024-04-09
Macdonald Hotels,5 pt/£,,,,,,2024-04-09
Best Western Hotels GB,4 pt/£,,,,,,2024-04-09
Isango!,6 pt/£,,,,,,2024-04-09
Cirilo Cabos,1 pt/R$,,,,,,2024-04-09
Kaspersky Lab,20 pt/£,,,,,,2024-04-09
Barceló Hotels & Resorts,8 pt/€,,,,,,2024-04-09
Luck Receptivo Natal,1 pt/R$,,,,1 pt/R$,,2024-04-09
IBEROSTAR Hotels & Resorts,5 pt/£,,,,,,2024-04-09
G Adventures,6 pt/£,,,,,,2024-04-09
Travelodge,2 pt/£,,,,,,2024-04-09
Thistle Hotels,12 pt/£,,,,,,2024-04-09
The Montcalm Luxury Hotels,10 pt/£,,,,,,2024-04-09
BitDefender,20 pt/£,,,,,,2024-04-09
Hotel Du Vin,6 pt/£,,,,,,2024-04-09
Discount London,5 pt/£,,,,,,2024-04-09
Santa Lolla,1 pt/R$,,,,,,2024-04-09
Universal Assistance Seguros,6 pt/R$,,,,6 pt/R$,,2024-04-09
Wembley Stadium Tours,10 pt/£,,,,,,2024-04-09
Caesars Entertainment,5 pt/£,,,,,,2024-04-09
Calvin Klein Brasil,1 pt/R$,,,,,,2024-04-09
ropo®?,1 pt/R$,,,,1 pt/R$,,2024-04-09
Hilton,4 pt/£,,,,,,2024-04-09
Vale Holiday Parks,5 pt/£,,,,,,2024-04-09
Tootbus,5 pt/£,,,,,,2024-04-09
SeaWorld Parks,2 pt/U$,,,,,,2024-04-09
Best Western,3 pt/U$,,,,,,2024-04-09
Hotel Gran Marquise,1 pt/R$,,,,1 pt/R$,,2024-04-09
Time Center,1 pt/R$,,,,,,2024-04-09
