Loja,Melhor_Ganho,Latam,Azul,GOL,Livelo,Esfera,dt_ingestion
DFDS Seaways,7 pt/£,,,,,,2024-04-16
Theatre Tickets Direct,3 pt/£,,,,,,2024-04-16
Sercotel Hotels,8 pt/£,,,,,,2024-04-16
Picniq Tickets,3 pt/£,,,,,,2024-04-16
Away Resorts,2 pt/£,,,,,,2024-04-16
Disneyland Paris,3 pt/£,,,,,,2024-04-16
Luxury Coastal,5 pt/£,,,,,,2024-04-16
Homes & Villas by Marriott Bonvoy,3 pt/£,,,,,,2024-04-16
Mercafé Por 3Corações,1 pt/R$,,,,,,2024-04-16
Railcard,3 pt/£,,,,,,2024-04-16
Interrail by National Rail,4 pt/£,,,,,,2024-04-16
Warner Leisure Hotels,5 pt/£,,,,,,2024-04-16
Sea Life,2 pt/£,,,,,,2024-04-16
Utensílios do Chef,2 pt/R$,,,,,2 pt/R$,2024-04-16
Weblar Tech,1 pt/R$,,,,,,2024-04-16
Holiday Extras,2 pt/£,,,,,,2024-04-16
Vintage Travel,2 pt/£,,,,,,2024-04-16
Gift Cards,1 pt/R$,,,,,,2024-04-16
Point A Hotels,6 pt/£,,,,,,2024-04-16
Millennium Hotels & Resorts,3 pt/£,,,,,,2024-04-16
Luxury Cottages,5 pt/£,,,,,,2024-04-16
Village Hotels,6 pt/£,,,,,,2024-04-16
tourhub,4 pt/£,,,,,,2024-04-16
Eurocamp,4 pt/£,,,,,,2024-04-16
London Eye,3 pt/£,,,,,,2024-04-16
Liga Vitória Seguro Residencial,3 pt/R$,,,,3 pt/R$,,2024-04-16
Multiloja,1 pt/R$,,,,,,2024-04-16
Spyscape NYC,10 pt/£,,,,,,2024-04-16
Ciclic Bike,1 pt/R$,,,,1 pt/R$,,2024-04-16
Democrata,1 pt/R$,,,,1 pt/R$,,2024-04-16
ebookers.com Hotels,6 pt/£,,,,,,2024-04-16
Liga Vitória Seguro Auto,1 pt/R$,,,,1 pt/R$,,2024-04-16
Q Compra,3 pt/R$,,,,3 pt/R$,,2024-04-16
OYO Rooms,4 pt/£,,,,,,2024-04-16
Liga Vitória Seguro de Vida,3 pt/R$,,,,3 pt/R$,,2024-04-16
Liga Vitória Seguro Moto,1 pt/R$,,,,1 pt/R$,,2024-04-16
CabinZero,8 pt/£,,,,,,2024-04-16
Europa,1 pt/R$,,,,,,2024-04-16
QHotels,6 pt/£,,,,,,2024-04-16
Leonfer,1 pt/R$,,,,,,2024-04-16
ZSL Whipsnade Zoo,3 pt/£,,,,,,2024-04-16
Top Villas,3 pt/£,,,,,,2024-04-16
Ciclic Seguro Bolsa,4 pt/R$,,,,4 pt/R$,,2024-04-16
Lojas Dular,1 pt/R$,,,,,,2024-04-16
Travelzoo,5 pt/£,,,,,,2024-04-16
Siblu Holidays,6 pt/£,,,,,,2024-04-16
Mind,1 pt/R$,,,,,,2024-04-16
New Era,1 pt/R$,,,,,,2024-04-16
Liga Vitória Seguro Viagem,3 pt/R$,,,,3 pt/R$,,2024-04-16
Norton by Symantec,80 pt/£,,,,,,2024-04-16
Perfect Draft (Ambev),8 pt/R$,,,,8 pt/R$,,2024-04-16
Cozinhas Nesher,1 pt/R$,,,,,,2024-04-16
DPaschoal,1 pt/R$,,,,1 pt/R$,,2024-04-16
Luuna Sleep,1 pt/R$,,,,,,2024-04-16
MAPFRE Seguro Auto,1 pt/R$,,,,1 pt/R$,,2024-04-16
Palma Aquarium,7 pt/£,,,,,,2024-04-16
Plasutil,1 pt/R$,,,,,,2024-04-16
Weconnect,1 pt/R$,,,,,,2024-04-16
Wlc,1 pt/R$,,,,,,2024-04-16
Mundial Acabamentos,1 pt/R$,,,,,,2024-04-16
Guimepa,1 pt/R$,,,,,,2024-04-16
Jogê,1 pt/R$,,,,,,2024-04-16
Loja Bb,1 pt/R$,,,,,,2024-04-16
Sim,1 pt/R$,,,,,1 pt/R$,2024-04-16
Windsor Hoteis,3 pt/R$,,,,3 pt/R$,,2024-04-16
Agaxtur Viagens e Turismo,3 pt/R$,,,,,3 pt/R$,2024-04-16
Re Petit,4 pt/R$,,,,4 pt/R$,,2024-04-16
Bibi Calçados,1 pt/R$,,,,,,2024-04-16
Befly Travel Viagens e Turismo,5 pt/R$,,,,,5 pt/R$,2024-04-16
Luck Receptivo Maceió,1 pt/R$,,,,1 pt/R$,,2024-04-16
